Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Price,Flight_Status,Meal Cost,Status_Reason,Total_Seats_Present,Total_seats_Filled,Total_Seats_Vacant,Ratings
SpiceJet,24/03/2024,Kolkata,Banglore,CCU → BLR,22:20,00:40,2.2,0.0,3873,Completed,1477,Successful Flight,390.0,383.0,7.0,1.49
SpiceJet,24/03/2024,Chennai,Kolkata,MAA → CCU,09:45,12:00,2.15,0.0,3597,Completed,817,Successful Flight,390.0,385.0,5.0,1.75
AirIndia,24/03/2024,Mumbai,Hyderabad,BOM → HYD,13:55,15:25,1.3,0.0,3100,Completed,1798,Successful Flight,450.0,440.0,10.0,2.21
AirIndia,24/03/2024,Kolkata,Banglore,CCU → DEL → BLR,20:30,20:25,23.55,1.0,10413,Completed,1462,Successful Flight,450.0,431.0,19.0,4.47
IndiGo,24/03/2024,Kolkata,Banglore,CCU → GAU → BLR,15:10,20:30,5.2,1.0,6991,Completed,1045,Successful Flight,250.0,247.0,3.0,3.54
AirIndia,24/03/2024,Delhi,Cochin,DEL → MAA → COK,20:40,09:25,12.45,1.0,7480,Completed,845,Successful Flight,450.0,440.0,10.0,1.35
AirIndia,24/03/2024,Kolkata,Banglore,CCU → BLR,14:15,16:45,2.3,0.0,5510,Completed,1490,Successful Flight,450.0,440.0,10.0,1.88
AirIndia,24/03/2024,Kolkata,Banglore,CCU → BBI → BLR,09:10,13:15,4.5,1.0,8996,Completed,1367,Successful Flight,450.0,448.0,2.0,3.08
MultipleCarriers,24/03/2024,Delhi,Cochin,DEL → BOM → COK,07:30,19:00,11.3,1.0,10529,Cancelled,954,Weather Conditions,500.0,0.0,500.0,0.0
IndiGo,24/03/2024,Kolkata,Banglore,CCU → BLR,20:20,22:55,2.35,0.0,4804,Completed,1772,Successful Flight,250.0,242.0,8.0,3.43
AirIndia,24/03/2024,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,19:15,21.15,2.0,10441,Completed,1148,Successful Flight,450.0,435.0,15.0,3.41
AirIndia,24/03/2024,Kolkata,Banglore,CCU → BOM → COK → BLR,09:25,01:20,15.55,2.0,12718,Completed,1240,Successful Flight,450.0,439.0,11.0,2.19
JetAirways,24/03/2024,Kolkata,Banglore,CCU → BOM → BLR,14:05,22:35,8.3,1.0,14571,Completed,1967,Successful Flight,430.0,428.0,2.0,3.08
JetAirways,24/03/2024,Kolkata,Banglore,CCU → BOM → BLR,14:05,20:45,6.4,1.0,10844,Completed,1506,Successful Flight,430.0,411.0,19.0,3.63
SpiceJet,24/03/2024,Kolkata,Banglore,CCU → IXB → BLR,15:55,21:25,5.3,1.0,7804,Completed,1087,Successful Flight,390.0,385.0,5.0,3.9
JetAirways,24/03/2024,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25,22.55,2.0,15129,Completed,1325,Successful Flight,430.0,413.0,17.0,3.7
AirIndia,24/03/2024,Kolkata,Banglore,CCU → DEL → AMD → BLR,10:00,05:25,19.25,2.0,15107,Completed,932,Successful Flight,450.0,443.0,7.0,1.01
IndiGo,24/03/2024,Kolkata,Banglore,CCU → BLR,15:30,18:05,2.35,0.0,4804,Completed,1743,Successful Flight,250.0,248.0,2.0,1.57
SpiceJet,24/03/2024,Banglore,Delhi,BLR → DEL,21:10,00:05,2.55,0.0,3919,Completed,1298,Successful Flight,390.0,385.0,5.0,1.79
SpiceJet,24/03/2024,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1.3,0.0,2017,Completed,1944,Successful Flight,390.0,388.0,2.0,2.93
AirAsia,24/03/2024,Kolkata,Banglore,CCU → DEL → BLR,07:35,23:30,15.55,1.0,5192,Completed,1737,Successful Flight,340.0,336.0,4.0,2.93
JetAirways,24/03/2024,Kolkata,Banglore,CCU → BOM → BLR,16:30,09:20,16.5,1.0,14178,Completed,912,Successful Flight,430.0,418.0,12.0,4.38
AirAsia,24/03/2024,Banglore,Delhi,BLR → DEL,04:55,07:45,2.5,0.0,3383,Completed,1685,Successful Flight,340.0,336.0,4.0,2.62
JetAirways,24/03/2024,Kolkata,Banglore,CCU → BOM → BLR,18:55,12:00,17.5,1.0,10844,Completed,1487,Successful Flight,430.0,428.0,2.0,1.6
JetAirways,24/03/2024,Kolkata,Banglore,CCU → BOM → BLR,06:30,16:20,9.5,1.0,10844,Completed,873,Successful Flight,430.0,424.0,6.0,2.55
AirIndia,24/03/2024,Delhi,Cochin,DEL → BOM → COK,23:00,19:15,20.15,1.0,8582,Completed,936,Successful Flight,450.0,435.0,15.0,2.01
JetAirways,24/03/2024,Banglore,Delhi,BLR → DEL,07:10,10:10,3.0,0.0,4030,Completed,1025,Successful Flight,430.0,416.0,14.0,1.05
AirIndia,24/03/2024,Kolkata,Banglore,CCU → BBI → HYD → BLR,09:10,11:05,25.55,2.0,6117,Completed,1102,Successful Flight,450.0,449.0,1.0,1.38
JetAirways,24/03/2024,Kolkata,Banglore,CCU → BOM → BLR,18:55,04:40,9.45,1.0,13731,Cancelled,1076,Security Concerns,430.0,0.0,430.0,0.0
IndiGo,24/03/2024,Kolkata,Banglore,CCU → BLR,11:30,14:05,2.35,0.0,5224,Completed,966,Successful Flight,250.0,240.0,10.0,4.78
JetAirways,24/03/2024,Kolkata,Banglore,CCU → BOM → BLR,08:25,19:50,11.25,1.0,14571,Completed,1742,Successful Flight,430.0,414.0,16.0,3.02
JetAirways,24/03/2024,Kolkata,Banglore,CCU → BOM → BLR,16:30,23:35,7.5,1.0,14571,Completed,1570,Successful Flight,430.0,425.0,5.0,2.56
JetAirways,24/03/2024,Kolkata,Banglore,CCU → BOM → BLR,08:25,19:50,11.25,1.0,10844,Completed,1662,Successful Flight,430.0,412.0,18.0,3.04
AirIndia,24/03/2024,Kolkata,Banglore,CCU → BOM → COK → BLR,09:25,13:45,28.2,2.0,12802,Completed,1888,Successful Flight,450.0,444.0,6.0,1.62
AirIndia,24/03/2024,Kolkata,Banglore,CCU → BOM → BLR,09:25,07:55,22.3,1.0,8366,Completed,1985,Successful Flight,450.0,439.0,11.0,1.7
JetAirways,24/03/2024,Kolkata,Banglore,CCU → BOM → BLR,20:00,19:50,23.5,1.0,10844,Completed,1461,Successful Flight,430.0,417.0,13.0,2.33
JetAirways,24/03/2024,Kolkata,Banglore,CCU → BOM → BLR,20:00,10:05,14.5,1.0,8586,Completed,1668,Successful Flight,430.0,415.0,15.0,3.26
IndiGo,24/03/2024,Banglore,Delhi,BLR → DEL,22:10,01:00,2.5,0.0,3419,Completed,1534,Successful Flight,250.0,243.0,7.0,2.03
JetAirways,24/03/2024,Kolkata,Banglore,CCU → BOM → BLR,18:55,08:15,13.2,1.0,8586,Completed,1144,Successful Flight,430.0,425.0,5.0,1.16
SpiceJet,24/03/2024,Banglore,Delhi,BLR → DEL,09:30,12:20,2.5,0.0,3625,Completed,1421,Successful Flight,390.0,387.0,3.0,3.22
JetAirways,24/03/2024,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1.3,0.0,5678,Completed,1187,Successful Flight,430.0,410.0,20.0,3.9
JetAirways,24/03/2024,Kolkata,Banglore,CCU → BOM → BLR,18:55,09:20,14.25,1.0,10844,Completed,1020,Successful Flight,430.0,418.0,12.0,1.79
Vistara,24/03/2024,Banglore,Delhi,BLR → DEL,07:00,09:40,2.4,0.0,4668,Completed,1340,Successful Flight,300.0,286.0,14.0,2.86
JetAirways,24/03/2024,Kolkata,Banglore,CCU → BOM → BLR,14:05,09:20,19.15,1.0,9663,Completed,1763,Successful Flight,430.0,418.0,12.0,1.62
Vistara,24/03/2024,Kolkata,Banglore,CCU → DEL → BLR,17:00,23:25,6.25,1.0,9870,Completed,1775,Successful Flight,300.0,298.0,2.0,1.22
JetAirways,24/03/2024,Kolkata,Banglore,CCU → BOM → BLR,14:05,18:15,28.1,1.0,10844,Completed,1844,Successful Flight,430.0,429.0,1.0,2.35
JetAirways,24/03/2024,Kolkata,Banglore,CCU → BOM → BLR,16:30,12:00,19.3,1.0,10844,Completed,944,Successful Flight,430.0,426.0,4.0,1.21
AirIndia,24/03/2024,Kolkata,Banglore,CCU → BBI → HYD → BLR,09:10,04:40,19.3,2.0,6117,Completed,938,Successful Flight,450.0,450.0,0.0,3.52
Vistara,24/03/2024,Kolkata,Banglore,CCU → DEL → BLR,17:00,09:05,16.5,1.0,10027,Completed,1819,Successful Flight,300.0,294.0,6.0,1.55
JetAirways,24/03/2024,Kolkata,Banglore,CCU → BOM → BLR,20:00,04:40,8.4,1.0,13731,Completed,1329,Successful Flight,430.0,427.0,3.0,4.44
AirIndia,24/03/2024,Kolkata,Banglore,CCU → GAU → DEL → BLR,09:50,23:15,13.25,2.0,15170,Completed,1138,Successful Flight,450.0,443.0,7.0,3.28
JetAirways,24/03/2024,Kolkata,Banglore,CCU → BOM → BLR,08:25,20:45,12.2,1.0,10844,Completed,1098,Successful Flight,430.0,420.0,10.0,3.09
IndiGo,24/03/2024,Kolkata,Banglore,CCU → MAA → BLR,06:20,10:20,4.0,1.0,4226,Completed,1912,Successful Flight,250.0,247.0,3.0,2.26
JetAirways,24/03/2024,Kolkata,Banglore,CCU → BOM → BLR,20:00,23:35,27.35,1.0,10844,Completed,1930,Successful Flight,430.0,429.0,1.0,3.08
IndiGo,24/03/2024,Mumbai,Hyderabad,BOM → HYD,02:35,04:05,1.3,0.0,3342,Completed,1226,Successful Flight,250.0,250.0,0.0,1.84
JetAirways,24/03/2024,Kolkata,Banglore,CCU → BOM → BLR,14:05,23:35,9.3,1.0,14571,Completed,1198,Successful Flight,430.0,415.0,15.0,2.63
MultipleCarriers,24/03/2024,Delhi,Cochin,DEL → BOM → COK,19:00,01:30,6.3,1.0,8283,Completed,1555,Successful Flight,500.0,496.0,4.0,3.79
IndiGo,24/03/2024,Kolkata,Banglore,CCU → BLR,04:40,07:15,2.35,0.0,4804,Completed,1686,Successful Flight,250.0,242.0,8.0,3.29
JetAirways,24/03/2024,Kolkata,Banglore,CCU → DEL → BLR,17:00,22:05,29.5,1.0,13067,Cancelled,1487,Aircraft Maintenance,430.0,0.0,430.0,0.0
Vistara,24/03/2024,Banglore,Delhi,BLR → DEL,21:00,23:50,2.5,0.0,5613,Completed,1805,Successful Flight,300.0,294.0,6.0,1.62
MultipleCarriers,24/03/2024,Delhi,Cochin,DEL → HYD → COK,14:55,22:30,7.35,1.0,7740,Completed,914,Successful Flight,500.0,493.0,7.0,1.07
AirAsia,24/03/2024,Kolkata,Banglore,CCU → BBI → BLR,06:50,10:30,3.4,1.0,5162,Completed,1748,Successful Flight,340.0,338.0,2.0,3.73
AirIndia,24/03/2024,Kolkata,Banglore,CCU → DEL → BLR,17:30,20:25,26.55,1.0,10623,Completed,1542,Successful Flight,450.0,434.0,16.0,3.62
IndiGo,24/03/2024,Chennai,Kolkata,MAA → CCU,07:55,10:15,2.2,0.0,3850,Completed,1532,Successful Flight,250.0,244.0,6.0,3.07
AirIndia,24/03/2024,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,18:30,30.3,2.0,10151,Completed,977,Successful Flight,450.0,448.0,2.0,4.97
MultipleCarriers,24/03/2024,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,8.0,1.0,14067,Completed,1354,Successful Flight,500.0,481.0,19.0,4.72
JetAirways,24/03/2024,Kolkata,Banglore,CCU → BOM → BLR,06:30,19:50,13.2,1.0,14571,Completed,1323,Successful Flight,430.0,417.0,13.0,3.74
SpiceJet,24/03/2024,Chennai,Kolkata,MAA → CCU,08:20,10:35,2.15,0.0,3543,Completed,961,Successful Flight,390.0,382.0,8.0,3.8
SpiceJet,24/03/2024,Kolkata,Banglore,CCU → BLR,09:00,11:25,2.25,0.0,3841,Completed,1466,Successful Flight,390.0,386.0,4.0,1.77
AirIndia,24/03/2024,Delhi,Cochin,DEL → COK,14:10,17:10,3.0,0.0,6934,Completed,1916,Successful Flight,450.0,446.0,4.0,2.39
JetAirways,24/03/2024,Delhi,Cochin,DEL → BOM → COK,22:50,04:25,5.35,1.0,16079,Completed,1435,Successful Flight,430.0,421.0,9.0,2.1
JetAirways,24/03/2024,Kolkata,Banglore,CCU → BOM → BLR,18:55,22:35,27.4,1.0,10844,Completed,1951,Successful Flight,430.0,412.0,18.0,4.92
JetAirways,24/03/2024,Kolkata,Banglore,CCU → DEL → BLR,17:00,14:25,21.25,1.0,12121,Completed,1992,Successful Flight,430.0,417.0,13.0,3.78
JetAirways,24/03/2024,Banglore,Delhi,BLR → DEL,18:55,22:00,3.5,0.0,6144,Completed,1020,Successful Flight,430.0,429.0,1.0,1.15
JetAirways,24/03/2024,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,19:00,23.5,2.0,15129,Completed,852,Successful Flight,430.0,415.0,15.0,2.96
JetAirways,24/03/2024,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1.3,0.0,4995,Completed,1675,Successful Flight,430.0,420.0,10.0,2.44
JetAirways,24/03/2024,Kolkata,Banglore,CCU → BOM → BLR,16:30,22:35,6.5,1.0,14571,Completed,1231,Successful Flight,430.0,411.0,19.0,1.07
AirIndia,24/03/2024,Kolkata,Banglore,CCU → DEL → COK → BLR,10:00,01:20,15.2,2.0,13873,Completed,1923,Successful Flight,450.0,440.0,10.0,3.14
AirIndia,24/03/2024,Kolkata,Banglore,CCU → HYD → BLR,19:00,04:40,9.4,1.0,6327,Completed,1292,Successful Flight,450.0,445.0,5.0,4.32
SpiceJet,24/03/2024,Chennai,Kolkata,MAA → CCU,09:45,12:00,2.15,0.0,3543,Completed,1437,Successful Flight,390.0,388.0,2.0,4.96
JetAirways,24/03/2024,Kolkata,Banglore,CCU → BOM → BLR,21:10,10:05,12.55,1.0,9663,Completed,1071,Successful Flight,430.0,412.0,18.0,4.65
JetAirways,24/03/2024,Kolkata,Banglore,CCU → BOM → BLR,14:05,19:50,5.45,1.0,10844,Completed,1108,Successful Flight,430.0,414.0,16.0,1.1
SpiceJet,24/03/2024,Banglore,Delhi,BLR → DEL,05:55,08:35,2.4,0.0,3311,Completed,1236,Successful Flight,390.0,381.0,9.0,2.48
Vistara,24/03/2024,Kolkata,Banglore,CCU → DEL → BLR,20:20,22:40,26.2,1.0,8452,Completed,1195,Successful Flight,300.0,296.0,4.0,2.25
JetAirways,24/03/2024,Kolkata,Banglore,CCU → BOM → BLR,08:25,20:45,12.2,1.0,14571,Completed,1267,Successful Flight,430.0,422.0,8.0,3.41
JetAirways,24/03/2024,Kolkata,Banglore,CCU → BOM → BLR,18:55,08:15,13.2,1.0,13731,Completed,1536,Successful Flight,430.0,416.0,14.0,4.95
AirAsia,24/03/2024,Kolkata,Banglore,CCU → IXR → DEL → BLR,15:10,23:30,8.2,2.0,5192,Completed,1632,Successful Flight,340.0,338.0,2.0,3.37
JetAirways,24/03/2024,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1.25,0.0,4995,Completed,940,Successful Flight,430.0,423.0,7.0,4.57
JetAirways,24/03/2024,Kolkata,Banglore,CCU → BOM → BLR,18:55,10:05,15.1,1.0,8586,Completed,1611,Successful Flight,430.0,428.0,2.0,4.8
Vistara,24/03/2024,Kolkata,Banglore,CCU → DEL → BLR,20:20,23:25,27.5,1.0,9345,Completed,894,Successful Flight,300.0,287.0,13.0,4.94
SpiceJet,24/03/2024,Mumbai,Hyderabad,BOM → HYD,22:45,00:15,1.3,0.0,1965,Completed,1008,Successful Flight,390.0,388.0,2.0,4.13
SpiceJet,24/03/2024,Kolkata,Banglore,CCU → KNU → BLR,11:35,18:50,7.15,1.0,8479,Completed,847,Successful Flight,390.0,382.0,8.0,3.14
IndiGo,24/03/2024,Banglore,Delhi,BLR → DEL,18:25,21:20,2.55,0.0,4823,Completed,1242,Successful Flight,250.0,244.0,6.0,4.56
JetAirways,24/03/2024,Banglore,Delhi,BLR → DEL,08:20,11:20,3.0,0.0,4030,Completed,1863,Successful Flight,430.0,411.0,19.0,3.87
AirIndia,24/03/2024,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,08:55,27.5,2.0,12723,Completed,1694,Successful Flight,450.0,444.0,6.0,2.87
Vistara,24/03/2024,Chennai,Kolkata,MAA → CCU,17:45,20:05,2.2,0.0,11982,Completed,960,Successful Flight,300.0,300.0,0.0,3.11
IndiGo,24/03/2024,Kolkata,Banglore,CCU → PNQ → BLR,21:00,02:15,5.15,1.0,6534,Completed,1889,Successful Flight,250.0,243.0,7.0,1.65
JetAirways,24/03/2024,Kolkata,Banglore,CCU → BOM → BLR,06:30,18:15,11.45,1.0,14571,Completed,999,Successful Flight,430.0,416.0,14.0,4.46
IndiGo,24/03/2024,Banglore,Delhi,BLR → DEL,07:10,10:05,2.55,0.0,4823,Completed,998,Successful Flight,250.0,242.0,8.0,2.99
JetAirways,24/03/2024,Kolkata,Banglore,CCU → BOM → BLR,06:30,16:20,9.5,1.0,14571,Completed,1442,Successful Flight,430.0,429.0,1.0,4.24
MultipleCarriers,24/03/2024,Delhi,Cochin,DEL → BOM → COK,17:45,01:30,7.45,1.0,9140,Completed,1737,Successful Flight,500.0,492.0,8.0,4.99
JetAirways,24/03/2024,Kolkata,Banglore,CCU → BOM → BLR,06:30,12:00,5.3,1.0,9663,Cancelled,1600,Weather Conditions,430.0,0.0,430.0,0.0
AirIndia,24/03/2024,Kolkata,Banglore,CCU → GAU → DEL → BLR,09:50,08:55,23.5,2.0,15170,Completed,823,Successful Flight,450.0,442.0,8.0,3.86
IndiGo,24/03/2024,Banglore,Delhi,BLR → DEL,18:55,21:50,2.55,0.0,4823,Completed,1967,Successful Flight,250.0,247.0,3.0,2.78
JetAirways,24/03/2024,Kolkata,Banglore,CCU → BOM → BLR,16:30,22:35,6.5,1.0,10844,Completed,1839,Successful Flight,430.0,413.0,17.0,4.88
AirIndia,24/03/2024,Kolkata,Banglore,CCU → GAU → DEL → BLR,09:50,12:30,26.4,2.0,15170,Completed,1361,Successful Flight,450.0,437.0,13.0,1.36
JetAirways,24/03/2024,Kolkata,Banglore,CCU → BOM → BLR,21:10,12:00,14.5,1.0,9663,Completed,1048,Successful Flight,430.0,420.0,10.0,1.5
AirIndia,24/03/2024,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,20:25,14.35,2.0,11201,Completed,921,Successful Flight,450.0,438.0,12.0,1.2
Vistara,24/03/2024,Kolkata,Banglore,CCU → DEL → BLR,20:20,20:20,24.0,1.0,9345,Completed,1774,Successful Flight,300.0,299.0,1.0,3.7
GoAir,24/03/2024,Kolkata,Banglore,CCU → AMD → BLR,16:40,00:15,7.35,1.0,8855,Completed,1119,Successful Flight,150.0,144.0,6.0,4.45
AirIndia,24/03/2024,Kolkata,Banglore,CCU → DEL → BLR,07:00,20:25,13.25,1.0,10413,Completed,1704,Successful Flight,450.0,441.0,9.0,3.96
JetAirways,24/03/2024,Kolkata,Banglore,CCU → BOM → BLR,06:30,09:20,26.5,1.0,9663,Completed,1752,Successful Flight,430.0,419.0,11.0,3.69
JetAirways,24/03/2024,Kolkata,Banglore,CCU → BOM → BLR,18:55,20:45,25.5,1.0,10844,Cancelled,1350,Security Concerns,430.0,0.0,430.0,0.0
JetAirways,24/03/2024,Kolkata,Banglore,CCU → BOM → BLR,20:00,08:15,12.15,1.0,13731,Completed,1461,Successful Flight,430.0,428.0,2.0,4.6
AirIndia,24/03/2024,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,12:30,30.4,2.0,12723,Completed,888,Successful Flight,450.0,445.0,5.0,4.34
Vistara,24/03/2024,Kolkata,Banglore,CCU → DEL → BLR,07:10,20:20,13.1,1.0,9555,Completed,1726,Successful Flight,300.0,290.0,10.0,2.01
AirIndia,24/03/2024,Mumbai,Hyderabad,BOM → HYD,06:20,07:40,1.2,0.0,3100,Completed,1631,Successful Flight,450.0,443.0,7.0,3.73
JetAirways,24/03/2024,Banglore,Delhi,BLR → DEL,17:45,20:45,3.0,0.0,7229,Completed,924,Successful Flight,430.0,413.0,17.0,4.72
JetAirways,24/03/2024,Kolkata,Banglore,CCU → BOM → BLR,14:05,22:35,8.3,1.0,10844,Completed,1555,Successful Flight,430.0,415.0,15.0,3.49
JetAirways,24/03/2024,Kolkata,Banglore,CCU → BOM → BLR,20:00,18:15,22.15,1.0,10844,Completed,945,Successful Flight,430.0,423.0,7.0,4.89
JetAirways,24/03/2024,Kolkata,Banglore,CCU → BOM → BLR,21:10,08:15,11.5,1.0,14178,Completed,1488,Successful Flight,430.0,418.0,12.0,2.17
AirIndia,24/03/2024,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,07:55,19.55,2.0,9416,Completed,1525,Successful Flight,450.0,442.0,8.0,3.94
JetAirways,24/03/2024,Kolkata,Banglore,CCU → BOM → BLR,14:05,09:20,19.15,1.0,14178,Completed,1069,Successful Flight,430.0,413.0,17.0,3.6
AirIndia,24/03/2024,Kolkata,Banglore,CCU → BOM → AMD → BLR,09:25,05:25,20.0,2.0,14897,Completed,838,Successful Flight,450.0,450.0,0.0,3.56
MultipleCarriers,27/03/2024,Delhi,Cochin,DEL → BOM → COK,11:25,19:15,7.5,1.0,8625,Completed,896,Successful Flight,500.0,492.0,8.0,1.92
JetAirways,27/03/2024,Delhi,Cochin,DEL → BOM → COK,16:00,12:35,20.35,1.0,12898,Completed,1727,Successful Flight,430.0,420.0,10.0,2.74
IndiGo,27/03/2024,Banglore,Delhi,BLR → DEL,04:00,06:50,2.5,0.0,3943,Completed,938,Successful Flight,250.0,242.0,8.0,2.13
MultipleCarriers,27/03/2024,Delhi,Cochin,DEL → HYD → COK,13:15,22:30,9.15,1.0,9646,Completed,1803,Successful Flight,500.0,488.0,12.0,4.44
JetAirways,27/03/2024,Delhi,Cochin,DEL → BOM → COK,13:00,04:25,15.25,1.0,12898,Completed,1142,Successful Flight,430.0,422.0,8.0,1.25
IndiGo,27/03/2024,Banglore,Delhi,BLR → DEL,01:30,04:15,2.45,0.0,3419,Completed,1263,Successful Flight,250.0,247.0,3.0,1.43
JetAirways,27/03/2024,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1.3,0.0,4995,Completed,1316,Successful Flight,430.0,427.0,3.0,4.22
MultipleCarriers,27/03/2024,Delhi,Cochin,DEL → BOM → COK,17:30,01:30,8.0,1.0,7308,Completed,1765,Successful Flight,500.0,485.0,15.0,4.48
JetAirways,27/03/2024,Delhi,Cochin,DEL → BOM → COK,20:55,04:25,7.3,1.0,12898,Completed,1216,Successful Flight,430.0,410.0,20.0,4.39
JetAirways,27/03/2024,Delhi,Cochin,DEL → BOM → COK,17:30,19:00,25.3,1.0,16079,Completed,1683,Successful Flight,430.0,413.0,17.0,3.53
JetAirways,27/03/2024,Delhi,Cochin,DEL → BOM → COK,22:50,04:25,5.35,1.0,12898,Completed,1284,Successful Flight,430.0,428.0,2.0,2.97
JetAirways,27/03/2024,Delhi,Cochin,DEL → BOM → COK,11:30,19:00,7.3,1.0,16079,Completed,1281,Successful Flight,430.0,428.0,2.0,4.04
MultipleCarriers,27/03/2024,Delhi,Cochin,DEL → BOM → COK,17:45,01:30,7.45,1.0,6795,Completed,1110,Successful Flight,500.0,494.0,6.0,1.28
JetAirways,27/03/2024,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9.0,1.0,16079,Completed,1458,Successful Flight,430.0,413.0,17.0,4.2
JetAirways,27/03/2024,Delhi,Cochin,DEL → BOM → COK,18:15,19:00,24.45,1.0,16079,Completed,1191,Successful Flight,430.0,416.0,14.0,1.05
AirIndia,27/03/2024,Mumbai,Hyderabad,BOM → HYD,21:05,22:25,1.2,0.0,3100,Completed,1642,Successful Flight,450.0,448.0,2.0,2.39
Vistara,27/03/2024,Chennai,Kolkata,MAA → CCU,07:05,09:20,2.15,0.0,3687,Completed,1887,Successful Flight,300.0,280.0,20.0,2.12
AirAsia,27/03/2024,Delhi,Cochin,DEL → BLR → COK,16:45,06:35,13.5,1.0,6752,Completed,1026,Successful Flight,340.0,336.0,4.0,4.04
JetAirways,27/03/2024,Delhi,Cochin,DEL → BOM → COK,09:00,12:35,27.35,1.0,12898,Completed,982,Successful Flight,430.0,424.0,6.0,1.59
JetAirways,27/03/2024,Delhi,Cochin,DEL → BOM → COK,14:00,19:00,5.0,1.0,12898,Completed,1330,Successful Flight,430.0,416.0,14.0,1.24
IndiGo,27/03/2024,Delhi,Cochin,DEL → HYD → COK,05:05,12:10,7.5,1.0,6600,Completed,1522,Successful Flight,250.0,245.0,5.0,4.09
MultipleCarriers,27/03/2024,Delhi,Cochin,DEL → BOM → COK,07:30,19:15,11.45,1.0,10786,Completed,1986,Successful Flight,500.0,500.0,0.0,2.55
IndiGo,27/03/2024,Kolkata,Banglore,CCU → BLR,20:20,22:55,2.35,0.0,4804,Completed,1042,Successful Flight,250.0,242.0,8.0,3.6
JetAirways,27/03/2024,Delhi,Cochin,DEL → BOM → COK,20:55,19:00,22.5,1.0,12898,Completed,1713,Successful Flight,430.0,416.0,14.0,1.06
JetAirways,27/03/2024,Delhi,Cochin,DEL → BOM → COK,19:15,12:35,17.2,1.0,12898,Completed,1960,Successful Flight,430.0,425.0,5.0,2.15
IndiGo,27/03/2024,Banglore,Delhi,BLR → DEL,21:15,00:15,3.0,0.0,3943,Completed,1855,Successful Flight,250.0,249.0,1.0,3.41
IndiGo,27/03/2024,Delhi,Cochin,DEL → HYD → COK,07:35,16:10,8.35,1.0,7514,Completed,1360,Successful Flight,250.0,243.0,7.0,2.84
JetAirways,27/03/2024,Delhi,Cochin,DEL → ATQ → BOM → COK,20:00,04:25,8.25,2.0,16263,Completed,805,Successful Flight,430.0,413.0,17.0,1.05
AirIndia,27/03/2024,Delhi,Cochin,DEL → BLR → COK,09:45,23:00,13.15,1.0,8907,Completed,1604,Successful Flight,450.0,445.0,5.0,4.96
IndiGo,27/03/2024,Delhi,Cochin,DEL → BOM → COK,16:00,21:00,5.0,1.0,5054,Completed,966,Successful Flight,250.0,245.0,5.0,2.24
AirAsia,27/03/2024,Kolkata,Banglore,CCU → BLR,10:20,12:55,2.35,0.0,4409,Completed,1520,Successful Flight,340.0,339.0,1.0,1.79
MultipleCarriers,27/03/2024,Delhi,Cochin,DEL → BOM → COK,13:00,01:30,12.3,1.0,6943,Completed,957,Successful Flight,500.0,481.0,19.0,1.61
AirAsia,27/03/2024,Delhi,Cochin,DEL → BLR → COK,07:55,13:25,5.3,1.0,6451,Completed,1195,Successful Flight,340.0,340.0,0.0,2.79
JetAirways,27/03/2024,Delhi,Cochin,DEL → BOM → COK,18:15,04:25,10.1,1.0,12898,Completed,1892,Successful Flight,430.0,416.0,14.0,3.04
JetAirways,27/03/2024,Delhi,Cochin,DEL → BOM → COK,16:00,04:25,12.25,1.0,12898,Completed,1779,Successful Flight,430.0,421.0,9.0,1.1
IndiGo,27/03/2024,Delhi,Cochin,DEL → PNQ → COK,23:30,04:35,5.5,1.0,9476,Completed,929,Successful Flight,250.0,245.0,5.0,3.73
IndiGo,27/03/2024,Delhi,Cochin,DEL → BOM → COK,16:00,01:30,9.3,1.0,7048,Completed,1491,Successful Flight,250.0,246.0,4.0,2.58
MultipleCarriers,27/03/2024,Delhi,Cochin,DEL → BOM → COK,09:00,19:00,10.0,1.0,10407,Completed,1236,Successful Flight,500.0,494.0,6.0,1.39
MultipleCarriers,27/03/2024,Delhi,Cochin,DEL → BOM → COK,07:30,19:00,11.3,1.0,9315,Completed,1437,Successful Flight,500.0,499.0,1.0,2.91
JetAirways,27/03/2024,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35,26.55,2.0,15129,Completed,1335,Successful Flight,430.0,415.0,15.0,1.29
MultipleCarriers,27/03/2024,Delhi,Cochin,DEL → BOM → COK,06:00,21:00,15.0,1.0,8475,Completed,935,Successful Flight,500.0,485.0,15.0,2.37
